Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13035.0,74,2,921.88,2,2,3,7,Silver
13037.0,138,3,881.07,2,3,3,8,Silver
13038.0,80,3,908.46,2,3,3,8,Silver
13040.0,9,2,676.99,4,2,3,9,Silver
13043.0,273,1,516.42,1,1,2,4,Churned
13044.0,291,1,560.47,1,1,2,4,Churned
13045.0,99,1,305.28000000000003,2,1,1,4,Churned
13046.0,31,2,629.31,3,2,2,7,Silver
13047.0,32,10,3237.54,3,4,4,11,Gold
13048.0,14,4,1835.91,4,3,4,11,Gold
13049.0,64,2,656.6800000000001,2,2,2,6,At-Risk
13050.0,15,17,5836.86,4,4,4,12,Gold
13052.0,212,1,348.15000000000003,1,1,2,4,Churned
13055.0,78,3,1214.41,2,3,3,8,Silver
13058.0,25,3,271.40000000000003,3,3,1,7,Silver
13059.0,250,1,183.4,1,1,1,3,Churned
13060.0,254,1,307.53,1,1,2,4,Churned
13061.0,72,1,248.61,2,1,1,4,Churned
13062.0,191,1,346.98,1,1,2,4,Churned
13064.0,13,4,1119.49,4,3,3,10,Gold
13065.0,373,1,205.86,1,1,1,3,Churned
13066.0,24,2,470.8,3,2,2,7,Silver
13067.0,82,1,115.46000000000001,2,1,1,4,Churned
13068.0,10,2,344.0,4,2,2,8,Silver
13069.0,1,24,4436.12,4,4,4,12,Gold
13070.0,192,1,228.8,1,1,1,3,Churned
13072.0,267,1,177.15,1,1,1,3,Churned
13075.0,130,1,919.61,2,1,3,6,At-Risk
13077.0,1,4,729.27,4,3,3,10,Gold
13078.0,3,26,12627.94,4,4,4,12,Gold
13079.0,4,5,220.10000000000002,4,4,1,9,Silver
13080.0,179,1,58.08,1,1,1,3,Churned
13081.0,12,11,28337.38,4,4,4,12,Gold
13082.0,126,9,3613.63,2,4,4,10,Gold
13083.0,4,2,303.75,4,2,1,7,Silver
13085.0,158,2,416.08000000000004,1,2,2,5,At-Risk
13089.0,3,97,58825.83,4,4,4,12,Gold
13090.0,9,14,8910.82,4,4,4,12,Gold
13091.0,28,1,345.82,3,1,2,6,At-Risk
13092.0,71,5,477.83,2,4,2,8,Silver
13093.0,276,8,7832.47,1,4,4,9,Silver
13094.0,21,12,1927.3200000000002,3,4,4,11,Gold
13095.0,71,1,74.39999999999999,2,1,1,4,Churned
13097.0,33,10,6010.42,3,4,4,11,Gold
13098.0,1,28,28882.44,4,4,4,12,Gold
13099.0,99,1,207.35999999999999,2,1,1,4,Churned
13101.0,234,1,101.19,1,1,1,3,Churned
13102.0,1,24,6424.09,4,4,4,12,Gold
13103.0,40,1,243.94,3,1,1,5,At-Risk
13104.0,3,6,1098.48,4,4,3,11,Gold
13106.0,133,1,76.5,2,1,1,4,Churned
13107.0,44,4,1531.6200000000001,3,3,3,9,Silver
13108.0,373,1,350.06,1,1,2,4,Churned
13109.0,60,2,786.54,2,2,3,7,Silver
13110.0,31,7,1488.67,3,4,3,10,Gold
13113.0,1,24,12245.960000000001,4,4,4,12,Gold
13115.0,12,4,2294.78,4,3,4,11,Gold
13116.0,138,1,501.14,2,1,2,5,At-Risk
13117.0,22,8,984.91,3,4,3,10,Gold
13118.0,20,5,1197.81,3,4,3,10,Gold
13120.0,239,1,30.599999999999998,1,1,1,3,Churned
13121.0,269,1,283.73,1,1,1,3,Churned
13122.0,94,2,922.39,2,2,3,7,Silver
13124.0,90,3,3866.33,2,3,4,9,Silver
13126.0,5,8,2099.64,4,4,4,12,Gold
13127.0,78,1,259.17,2,1,1,4,Churned
13130.0,94,1,64.0,2,1,1,4,Churned
13131.0,23,3,1073.3,3,3,3,9,Silver
13132.0,262,1,77.3,1,1,1,3,Churned
13133.0,274,2,109.8,1,2,1,4,Churned
13134.0,86,4,1793.58,2,3,4,9,Silver
13135.0,197,1,3096.0,1,1,4,6,At-Risk
13136.0,56,5,2607.61,2,4,4,10,Gold
13137.0,11,8,3650.41,4,4,4,12,Gold
13138.0,22,6,962.39,3,4,3,10,Gold
13139.0,16,7,5064.94,4,4,4,12,Gold
13140.0,108,3,423.72,2,3,2,7,Silver
13141.0,85,5,2388.75,2,4,4,10,Gold
13142.0,19,1,307.09,3,1,1,5,At-Risk
13144.0,333,1,110.95,1,1,1,3,Churned
13145.0,40,4,618.52,3,3,2,8,Silver
13146.0,26,1,228.91,3,1,1,5,At-Risk
13147.0,10,4,712.8000000000001,4,3,3,10,Gold
13148.0,29,12,3707.12,3,4,4,11,Gold
13149.0,14,4,1676.06,4,3,4,11,Gold
13151.0,296,1,1257.8700000000001,1,1,3,5,At-Risk
13153.0,6,1,486.22,4,1,2,7,Silver
13155.0,33,4,971.76,3,3,3,9,Silver
13157.0,49,4,1741.22,3,3,4,10,Gold
13158.0,95,4,1201.06,2,3,3,8,Silver
13159.0,9,4,1437.85,4,3,3,10,Gold
13160.0,22,1,91.8,3,1,1,5,At-Risk
13161.0,313,1,112.75,1,1,1,3,Churned
13162.0,122,4,1688.29,2,3,4,9,Silver
13165.0,46,2,1021.48,3,2,3,8,Silver
13166.0,283,1,417.2,1,1,2,4,Churned
13167.0,19,4,791.33,3,3,3,9,Silver
13168.0,36,4,1319.19,3,3,3,9,Silver
13169.0,64,2,712.88,2,2,3,7,Silver
13170.0,27,1,116.00999999999999,3,1,1,5,At-Risk
13171.0,22,3,468.41,3,3,2,8,Silver
13173.0,4,2,353.65,4,2,2,8,Silver
13174.0,16,3,2817.03,4,3,4,11,Gold
13176.0,46,1,492.84,3,1,2,6,At-Risk
13177.0,65,1,282.45,2,1,1,4,Churned
13178.0,26,11,5725.47,3,4,4,11,Gold
13182.0,45,1,121.18,3,1,1,5,At-Risk
13183.0,8,9,3957.78,4,4,4,12,Gold
13184.0,15,10,1701.29,4,4,4,12,Gold
13185.0,268,1,71.4,1,1,1,3,Churned
13186.0,40,3,1575.89,3,3,3,9,Silver
13187.0,337,1,236.02,1,1,1,3,Churned
13188.0,11,1,114.60000000000001,4,1,1,6,At-Risk
13189.0,19,2,260.68,3,2,1,6,At-Risk
13192.0,95,2,911.94,2,2,3,7,Silver
13193.0,61,1,117.88,2,1,1,4,Churned
13194.0,136,1,60.7,2,1,1,4,Churned
13196.0,11,4,1797.78,4,3,4,11,Gold
13198.0,10,6,3401.2400000000002,4,4,4,12,Gold
13199.0,4,38,9817.12,4,4,4,12,Gold
13200.0,19,4,870.09,3,3,3,9,Silver
13203.0,10,4,869.46,4,3,3,10,Gold
13207.0,15,2,250.26000000000002,4,2,1,7,Silver
13208.0,59,6,1223.9,2,4,3,9,Silver
13209.0,30,8,5891.61,3,4,4,11,Gold
13210.0,94,1,353.48,2,1,2,5,At-Risk
13211.0,10,3,1197.42,4,3,3,10,Gold
13212.0,20,3,788.08,3,3,3,9,Silver
13213.0,57,5,1520.58,2,4,3,9,Silver
13216.0,268,1,333.74,1,1,2,4,Churned
13217.0,122,3,533.98,2,3,2,7,Silver
13218.0,127,1,62.63999999999999,2,1,1,4,Churned
13220.0,78,4,819.2900000000001,2,3,3,8,Silver
13221.0,240,2,847.41,1,2,3,6,At-Risk
13223.0,200,2,163.20000000000002,1,2,1,4,Churned
13224.0,60,2,2155.95,2,2,4,8,Silver
13225.0,3,7,6463.84,4,4,4,12,Gold
13226.0,273,1,108.21000000000001,1,1,1,3,Churned
13227.0,202,1,257.7,1,1,1,3,Churned
13228.0,81,1,358.0,2,1,2,5,At-Risk
13229.0,226,1,160.95,1,1,1,3,Churned
13230.0,4,14,2806.97,4,4,4,12,Gold
13232.0,13,7,1357.6,4,4,3,11,Gold
13233.0,74,2,605.12,2,2,2,6,At-Risk
13235.0,212,1,1031.07,1,1,3,5,At-Risk
13236.0,25,2,744.85,3,2,3,8,Silver
13238.0,17,4,700.73,4,3,3,10,Gold
13239.0,262,1,329.56,1,1,2,4,Churned
13240.0,96,4,663.65,2,3,2,7,Silver
13242.0,112,3,270.40000000000003,2,3,1,6,At-Risk
13243.0,203,1,600.07,1,1,2,4,Churned
13244.0,93,1,121.74000000000001,2,1,1,4,Churned
13245.0,51,1,430.5,3,1,2,6,At-Risk
13246.0,18,6,1987.3,4,4,4,12,Gold
13247.0,18,4,501.12,4,3,2,9,Silver
13248.0,125,2,465.68,2,2,2,6,At-Risk
13249.0,92,3,711.41,2,3,3,8,Silver
13253.0,157,2,1030.4,1,2,3,6,At-Risk
13255.0,9,2,399.51,4,2,2,8,Silver
13258.0,12,3,698.58,4,3,3,10,Gold
13259.0,62,1,292.32,2,1,1,4,Churned
13260.0,61,1,557.62,2,1,2,5,At-Risk
13261.0,269,2,944.1,1,2,3,6,At-Risk
13262.0,263,1,200.29,1,1,1,3,Churned
13263.0,1,35,7454.07,4,4,4,12,Gold
13265.0,53,5,2107.66,2,4,4,10,Gold
13266.0,11,12,3834.2599999999998,4,4,4,12,Gold
13267.0,3,19,4521.49,4,4,4,12,Gold
13268.0,18,11,3214.69,4,4,4,12,Gold
13269.0,1,15,5346.2300000000005,4,4,4,12,Gold
13270.0,366,1,590.0,1,1,2,4,Churned
13271.0,37,1,217.38,3,1,1,5,At-Risk
13272.0,31,2,276.56,3,2,1,6,At-Risk
13273.0,113,1,138.98,2,1,1,4,Churned
13276.0,64,2,590.9300000000001,2,2,2,6,At-Risk
13277.0,16,4,258.4,4,3,1,8,Silver
13278.0,41,1,542.73,3,1,2,6,At-Risk
13279.0,78,1,137.75,2,1,1,4,Churned
13280.0,122,3,814.86,2,3,3,8,Silver
13282.0,18,3,1132.14,4,3,3,10,Gold
13283.0,60,2,93.66,2,2,1,5,At-Risk
13284.0,331,1,201.19,1,1,1,3,Churned
13285.0,23,4,2709.12,3,3,4,10,Gold
13291.0,156,1,361.11,1,1,2,4,Churned
13292.0,39,2,578.9399999999999,3,2,2,7,Silver
13294.0,190,2,873.74,1,2,3,6,At-Risk
13295.0,360,1,201.20000000000002,1,1,1,3,Churned
13296.0,137,1,87.4,2,1,1,4,Churned
13297.0,8,4,2089.85,4,3,4,11,Gold
13298.0,1,1,360.0,4,1,2,7,Silver
13299.0,268,1,142.5,1,1,1,3,Churned
13300.0,169,1,371.89,1,1,2,4,Churned
13301.0,104,4,618.09,2,3,2,7,Silver
13302.0,155,1,63.75,1,1,1,3,Churned
13304.0,351,1,300.42,1,1,1,3,Churned
13305.0,4,10,2000.86,4,4,4,12,Gold
13307.0,120,1,15.0,2,1,1,4,Churned
13308.0,23,3,1385.51,3,3,3,9,Silver
13309.0,7,5,1456.79,4,4,3,11,Gold
13310.0,28,3,1132.03,3,3,3,9,Silver
13311.0,4,2,598.57,4,2,2,8,Silver
13313.0,22,5,1555.32,3,4,3,10,Gold
13314.0,2,3,775.94,4,3,3,10,Gold
13316.0,37,4,5977.7300000000005,3,3,4,10,Gold
13317.0,66,6,2273.68,2,4,4,10,Gold
13318.0,1,3,640.76,4,3,2,9,Silver
13319.0,5,26,10845.550000000001,4,4,4,12,Gold
13320.0,78,4,1548.7,2,3,3,8,Silver
13321.0,72,2,567.36,2,2,2,6,At-Risk
13322.0,17,1,199.48000000000002,4,1,1,6,At-Risk
13323.0,3,5,787.85,4,4,3,11,Gold
13324.0,36,10,7121.95,3,4,4,11,Gold
13325.0,82,1,675.3,2,1,3,6,At-Risk
13327.0,39,8,3627.77,3,4,4,11,Gold
13328.0,316,1,1308.48,1,1,3,5,At-Risk
13329.0,32,2,789.0,3,2,3,8,Silver
13330.0,93,3,1140.93,2,3,3,8,Silver
13332.0,14,1,350.9,4,1,2,7,Silver
13334.0,82,3,3536.82,2,3,4,9,Silver
13336.0,77,1,795.12,2,1,3,6,At-Risk
13338.0,158,1,487.02,1,1,2,4,Churned
13339.0,201,1,860.12,1,1,3,5,At-Risk
13340.0,45,7,10736.48,3,4,4,11,Gold
13341.0,261,1,775.85,1,1,3,5,At-Risk
13343.0,178,1,353.43,1,1,2,4,Churned
13344.0,68,3,2543.72,2,3,4,9,Silver
13345.0,288,1,389.5,1,1,2,4,Churned
13347.0,70,1,341.36,2,1,2,5,At-Risk
13348.0,64,1,233.76,2,1,1,4,Churned
13349.0,11,1,247.32,4,1,1,6,At-Risk
13350.0,16,2,979.12,4,2,3,9,Silver
13351.0,66,1,373.94,2,1,2,5,At-Risk
13352.0,60,1,397.97999999999996,2,1,2,5,At-Risk
13354.0,71,1,743.53,2,1,3,6,At-Risk
13355.0,122,1,674.7,2,1,3,6,At-Risk
13356.0,80,1,768.24,2,1,3,6,At-Risk
13357.0,257,1,609.95,1,1,2,4,Churned
13358.0,269,1,439.03,1,1,2,4,Churned
13359.0,64,1,439.56,2,1,2,5,At-Risk
13362.0,9,4,3090.7400000000002,4,3,4,11,Gold
13363.0,18,2,992.5,4,2,3,9,Silver
13364.0,71,1,134.95999999999998,2,1,1,4,Churned
13365.0,34,2,2225.37,3,2,4,9,Silver
13366.0,50,1,56.160000000000004,3,1,1,5,At-Risk
13368.0,257,2,623.4,1,2,2,5,At-Risk
13369.0,366,1,308.28000000000003,1,1,2,4,Churned
13370.0,372,1,754.87,1,1,3,5,At-Risk
13372.0,90,1,378.64,2,1,2,5,At-Risk
13373.0,61,3,3312.25,2,3,4,9,Silver
13375.0,89,1,778.65,2,1,3,6,At-Risk
13376.0,99,3,1019.76,2,3,3,8,Silver
13379.0,26,3,572.56,3,3,2,8,Silver
13381.0,32,6,3639.31,3,4,4,11,Gold
13382.0,281,1,222.99,1,1,1,3,Churned
13384.0,31,7,4151.93,3,4,4,11,Gold
13385.0,330,1,534.57,1,1,2,4,Churned
13388.0,131,2,677.1,2,2,3,7,Silver
13389.0,11,3,797.96,4,3,3,10,Gold
13390.0,75,1,544.08,2,1,2,5,At-Risk
13391.0,204,1,59.8,1,1,1,3,Churned
13394.0,2,8,2520.02,4,4,4,12,Gold
13395.0,185,1,307.72,1,1,2,4,Churned
13396.0,29,2,1360.99,3,2,3,8,Silver
13397.0,73,5,1544.13,2,4,3,9,Silver
13398.0,192,1,457.34,1,1,2,4,Churned
13402.0,127,2,621.23,2,2,2,6,At-Risk
13403.0,18,1,75.0,4,1,1,6,At-Risk
13404.0,1,2,252.49,4,2,1,7,Silver
13405.0,74,3,572.451,2,3,2,7,Silver
13408.0,2,62,28117.04,4,4,4,12,Gold
13410.0,24,5,1003.06,3,4,3,10,Gold
13411.0,107,1,213.55,2,1,1,4,Churned
13414.0,134,3,1390.5,2,3,3,8,Silver
13416.0,44,2,712.5,3,2,3,8,Silver
13417.0,5,2,640.83,4,2,2,8,Silver
13418.0,12,18,6127.43,4,4,4,12,Gold
13419.0,64,1,221.06,2,1,1,4,Churned
13420.0,150,2,159.85,1,2,1,4,Churned
13421.0,40,2,1851.08,3,2,4,9,Silver
13422.0,64,1,2626.3,2,1,4,7,Silver
13425.0,108,3,1624.21,2,3,3,8,Silver
13426.0,1,10,3641.32,4,4,4,12,Gold
13427.0,19,3,582.6,3,3,2,8,Silver
13428.0,10,1,218.47,4,1,1,6,At-Risk
13429.0,11,4,1006.8,4,3,3,10,Gold
13430.0,19,2,679.45,3,2,3,8,Silver
13431.0,67,2,1269.1,2,2,3,7,Silver
13434.0,74,2,534.24,2,2,2,6,At-Risk
13435.0,5,7,3809.8900000000003,4,4,4,12,Gold
13436.0,2,1,196.89,4,1,1,6,At-Risk
13437.0,14,7,3408.06,4,4,4,12,Gold
13439.0,255,1,283.71,1,1,1,3,Churned
13441.0,92,1,296.64,2,1,1,4,Churned
13447.0,23,3,1129.14,3,3,3,9,Silver
13448.0,17,6,3539.37,4,4,4,12,Gold
13449.0,24,1,291.88,3,1,1,5,At-Risk
13450.0,27,6,2043.7199999999998,3,4,4,11,Gold
13451.0,26,5,2976.15,3,4,4,11,Gold
13452.0,259,2,590.0,1,2,2,5,At-Risk
13453.0,166,2,356.97999999999996,1,2,2,5,At-Risk
13455.0,25,2,1058.34,3,2,3,8,Silver
13456.0,18,6,1766.72,4,4,4,12,Gold
13458.0,7,14,9646.57,4,4,4,12,Gold
13460.0,29,2,183.44,3,2,1,6,At-Risk
13461.0,39,3,1445.0,3,3,3,9,Silver
13462.0,253,1,151.5,1,1,1,3,Churned
13464.0,58,1,674.68,2,1,3,6,At-Risk
13466.0,184,1,307.9,1,1,2,4,Churned
13467.0,11,2,1083.71,4,2,3,9,Silver
13468.0,2,37,5704.97,4,4,4,12,Gold
13470.0,99,2,165.0,2,2,1,5,At-Risk
13471.0,1,4,2531.58,4,3,4,11,Gold
13473.0,61,2,422.64,2,2,2,6,At-Risk
13474.0,236,1,229.59,1,1,1,3,Churned
13475.0,191,4,1431.78,1,3,3,7,Silver
13476.0,179,2,1238.47,1,2,3,6,At-Risk
13477.0,38,6,1454.58,3,4,3,10,Gold
13479.0,201,2,300.95,1,2,1,4,Churned
13481.0,46,5,1804.56,3,4,4,11,Gold
13482.0,232,1,184.64,1,1,1,3,Churned
13483.0,66,1,140.34,2,1,1,4,Churned
13484.0,241,1,313.8,1,1,2,4,Churned
13485.0,233,1,454.24,1,1,2,4,Churned
13486.0,78,3,1122.41,2,3,3,8,Silver
13487.0,58,3,575.4,2,3,2,7,Silver
13488.0,17,13,8968.31,4,4,4,12,Gold
13489.0,105,4,449.52,2,3,2,7,Silver
13491.0,52,10,1215.82,2,4,3,9,Silver
13492.0,136,3,1269.84,2,3,3,8,Silver
13493.0,275,2,618.63,1,2,2,5,At-Risk
13494.0,312,1,316.26000000000005,1,1,2,4,Churned
13495.0,8,5,2044.8700000000001,4,4,4,12,Gold
13496.0,11,2,653.33,4,2,2,8,Silver
13497.0,283,2,348.05,1,2,2,5,At-Risk
13499.0,18,5,1159.11,4,4,3,11,Gold
13500.0,23,3,1166.77,3,3,3,9,Silver
13501.0,288,1,1340.32,1,1,3,5,At-Risk
13502.0,17,3,292.0,4,3,1,8,Silver
13503.0,71,1,216.85,2,1,1,4,Churned
13504.0,64,1,295.93,2,1,1,4,Churned
13505.0,73,4,4393.63,2,3,4,9,Silver
13506.0,316,2,458.52,1,2,2,5,At-Risk
13507.0,3,4,2479.16,4,3,4,11,Gold
13508.0,244,1,110.97,1,1,1,3,Churned
13509.0,9,7,979.72,4,4,3,11,Gold
13510.0,1,4,1791.56,4,3,4,11,Gold
13512.0,261,1,251.21,1,1,1,3,Churned
13513.0,127,1,205.1,2,1,1,4,Churned
13514.0,74,1,152.20000000000002,2,1,1,4,Churned
13515.0,73,4,891.12,2,3,3,8,Silver
13516.0,21,3,1389.41,3,3,3,9,Silver
13517.0,60,3,2128.42,2,3,4,9,Silver
13518.0,86,1,659.4399999999999,2,1,2,5,At-Risk
13519.0,78,1,122.75,2,1,1,4,Churned
13520.0,59,6,3624.35,2,4,4,10,Gold
13521.0,1,3,1093.65,4,3,3,10,Gold
13522.0,30,1,125.80000000000001,3,1,1,5,At-Risk
13523.0,33,5,3964.88,3,4,4,11,Gold
13524.0,41,5,680.1800000000001,3,4,3,10,Gold
13525.0,15,2,628.78,4,2,2,8,Silver
13527.0,34,7,2287.51,3,4,4,11,Gold
13529.0,79,2,307.76,2,2,2,6,At-Risk
13531.0,205,2,483.8,1,2,2,5,At-Risk
13532.0,34,1,210.31,3,1,1,5,At-Risk
13533.0,183,3,270.79,1,3,1,5,At-Risk
13534.0,2,25,5870.08,4,4,4,12,Gold
13536.0,1,7,3448.29,4,4,4,12,Gold
13538.0,43,7,1280.85,3,4,3,10,Gold
13539.0,86,3,631.34,2,3,2,7,Silver
13544.0,40,2,291.41,3,2,1,6,At-Risk
13546.0,12,3,626.99,4,3,2,9,Silver
13548.0,96,2,682.41,2,2,3,7,Silver
13549.0,26,7,918.2,3,4,3,10,Gold
13551.0,319,1,91.80000000000001,1,1,1,3,Churned
13552.0,66,12,3740.07,2,4,4,10,Gold
13555.0,74,4,4149.28,2,3,4,9,Silver
13557.0,28,2,584.06,3,2,2,7,Silver
13558.0,6,4,605.06,4,3,2,9,Silver
13560.0,7,1,174.37,4,1,1,6,At-Risk
13561.0,216,1,141.85999999999999,1,1,1,3,Churned
13562.0,82,3,1799.33,2,3,4,9,Silver
13563.0,84,2,777.53,2,2,3,7,Silver
13564.0,144,3,1749.02,1,3,4,8,Silver
13565.0,19,2,240.22,3,2,1,6,At-Risk
13566.0,41,2,874.71,3,2,3,8,Silver
13568.0,173,1,192.85,1,1,1,3,Churned
13569.0,17,2,373.75,4,2,2,8,Silver
13570.0,243,1,239.49,1,1,1,3,Churned
13571.0,13,12,2092.32,4,4,4,12,Gold
13572.0,206,1,1384.25,1,1,3,5,At-Risk
13573.0,50,2,294.4,3,2,1,6,At-Risk
13575.0,23,5,732.0699999999999,3,4,3,10,Gold
13576.0,10,18,6717.34,4,4,4,12,Gold
13577.0,25,4,1687.6000000000001,3,3,4,10,Gold
13579.0,15,2,467.04,4,2,2,8,Silver
13581.0,309,1,118.0,1,1,1,3,Churned
13583.0,156,1,781.03,1,1,3,5,At-Risk
13584.0,307,1,142.4,1,1,1,3,Churned
13587.0,64,1,712.4,2,1,3,6,At-Risk
13588.0,16,9,2478.95,4,4,4,12,Gold
13589.0,15,2,379.65,4,2,2,8,Silver
13590.0,11,6,1981.92,4,4,4,12,Gold
13591.0,65,3,1117.13,2,3,3,8,Silver
13592.0,36,4,247.95999999999998,3,3,1,7,Silver
13593.0,108,5,2037.0800000000002,2,4,4,10,Gold
13594.0,53,1,396.97,2,1,2,5,At-Risk
13596.0,6,2,697.04,4,2,3,9,Silver
13598.0,47,1,180.17000000000002,3,1,1,5,At-Risk
13599.0,1,21,5153.67,4,4,4,12,Gold
13600.0,312,1,219.52,1,1,1,3,Churned
13601.0,45,2,693.32,3,2,3,8,Silver
13602.0,65,1,428.89,2,1,2,5,At-Risk
13603.0,26,1,164.34,3,1,1,5,At-Risk
13606.0,29,3,280.53999999999996,3,3,1,7,Silver
13607.0,40,1,678.01,3,1,3,7,Silver
13610.0,12,7,1131.88,4,4,3,11,Gold
13611.0,89,3,1171.8,2,3,3,8,Silver
13614.0,24,4,1610.46,3,3,3,9,Silver
13615.0,319,1,417.69,1,1,2,4,Churned
13617.0,40,3,544.18,3,3,2,8,Silver
13618.0,174,1,177.34,1,1,1,3,Churned
13621.0,117,1,213.85,2,1,1,4,Churned
13623.0,31,5,747.78,3,4,3,10,Gold
13626.0,253,1,257.23,1,1,1,3,Churned
13627.0,59,5,1638.47,2,4,3,9,Silver
13629.0,23,11,7792.36,3,4,4,11,Gold
13630.0,5,7,2031.78,4,4,4,12,Gold
13631.0,100,11,3070.42,2,4,4,10,Gold
13632.0,25,5,2121.27,3,4,4,11,Gold
13634.0,33,5,1575.16,3,4,3,10,Gold
13635.0,68,1,1071.03,2,1,3,6,At-Risk
13636.0,37,5,949.12,3,4,3,10,Gold
13637.0,52,3,810.5,2,3,3,8,Silver
13638.0,16,1,122.64,4,1,1,6,At-Risk
13639.0,74,1,1033.34,2,1,3,6,At-Risk
13642.0,216,1,354.8,1,1,2,4,Churned
13643.0,31,3,519.44,3,3,2,8,Silver
13644.0,16,4,2624.26,4,3,4,11,Gold
13645.0,120,1,252.1,2,1,1,4,Churned
13647.0,10,4,1678.1200000000001,4,3,4,11,Gold
13649.0,257,2,346.6,1,2,2,5,At-Risk
13650.0,17,6,1836.34,4,4,4,12,Gold
13651.0,35,2,94.2,3,2,1,6,At-Risk
13652.0,46,3,1095.08,3,3,3,9,Silver
13654.0,43,6,2707.33,3,4,4,11,Gold
13655.0,114,2,932.97,2,2,3,7,Silver
13656.0,165,2,379.65,1,2,2,5,At-Risk
13657.0,11,2,382.14,4,2,2,8,Silver
13658.0,10,5,2639.17,4,4,4,12,Gold
13659.0,206,2,1573.2,1,2,3,6,At-Risk
13662.0,86,3,897.76,2,3,3,8,Silver
13663.0,179,1,189.47,1,1,1,3,Churned
13666.0,60,3,84.65,2,3,1,6,At-Risk
13667.0,149,1,305.02,1,1,1,3,Churned
13668.0,3,21,6363.59,4,4,4,12,Gold
13669.0,51,2,218.55,3,2,1,6,At-Risk
13670.0,75,1,349.7,2,1,2,5,At-Risk
13672.0,301,2,186.39000000000001,1,2,1,4,Churned
13673.0,19,2,396.92,3,2,2,7,Silver
13675.0,151,2,486.82000000000005,1,2,2,5,At-Risk
13678.0,152,1,232.6,1,1,1,3,Churned
13680.0,1,4,3722.42,4,3,4,11,Gold
13681.0,18,4,827.83,4,3,3,10,Gold
13682.0,187,1,59.5,1,1,1,3,Churned
13684.0,286,1,67.23,1,1,1,3,Churned
13685.0,3,7,3119.44,4,4,4,12,Gold
13686.0,183,1,72.0,1,1,1,3,Churned
13689.0,63,1,910.0,2,1,3,6,At-Risk
13690.0,59,1,172.25,2,1,1,4,Churned
13692.0,25,3,1488.32,3,3,3,9,Silver
13694.0,4,50,65039.62,4,4,4,12,Gold
13695.0,31,15,2504.13,3,4,4,11,Gold
13697.0,39,1,151.29999999999998,3,1,1,5,At-Risk
13699.0,155,1,308.58000000000004,1,1,2,4,Churned
13700.0,26,10,2265.12,3,4,4,11,Gold
13703.0,318,1,99.5,1,1,1,3,Churned
13704.0,5,9,2308.06,4,4,4,12,Gold
13705.0,8,3,711.86,4,3,3,10,Gold
13706.0,303,1,330.79,1,1,2,4,Churned
13707.0,267,2,806.41,1,2,3,6,At-Risk
13708.0,271,1,296.88,1,1,1,3,Churned
13709.0,4,13,6328.05,4,4,4,12,Gold
13710.0,32,1,180.48,3,1,1,5,At-Risk
13711.0,219,2,252.06,1,2,1,4,Churned
13712.0,247,1,228.84,1,1,1,3,Churned
13715.0,281,5,1079.34,1,4,3,8,Silver
13716.0,269,1,138.28,1,1,1,3,Churned
13717.0,32,6,1445.01,3,4,3,10,Gold
13718.0,246,2,306.55,1,2,1,4,Churned
13719.0,15,5,1041.68,4,4,3,11,Gold
13720.0,117,4,799.9,2,3,3,8,Silver
13721.0,36,1,524.14,3,1,2,6,At-Risk
13722.0,132,3,2375.41,2,3,4,9,Silver
13723.0,217,1,199.85000000000002,1,1,1,3,Churned
13725.0,50,8,1980.56,3,4,4,11,Gold
13726.0,39,2,1079.6599999999999,3,2,3,8,Silver
13727.0,29,2,333.48,3,2,2,7,Silver
13728.0,37,6,1016.14,3,4,3,10,Gold
13730.0,136,2,752.6,2,2,3,7,Silver
13731.0,219,2,610.59,1,2,2,5,At-Risk
13732.0,28,1,491.86,3,1,2,6,At-Risk
13735.0,25,4,2885.2400000000002,3,3,4,10,Gold
13736.0,5,2,731.9,4,2,3,9,Silver
13737.0,200,1,339.59999999999997,1,1,2,4,Churned
13739.0,18,1,216.9,4,1,1,6,At-Risk
13740.0,241,1,350.75,1,1,2,4,Churned
13741.0,72,3,668.4300000000001,2,3,2,7,Silver
13742.0,17,12,3131.02,4,4,4,12,Gold
13743.0,3,7,1341.6,4,4,3,11,Gold
13744.0,95,2,1156.36,2,2,3,7,Silver
13745.0,162,1,300.04,1,1,1,3,Churned
13747.0,374,1,79.6,1,1,1,3,Churned
13748.0,96,5,948.25,2,4,3,9,Silver
13750.0,54,5,1647.26,2,4,3,9,Silver
13751.0,288,1,296.25,1,1,1,3,Churned
13752.0,124,6,1186.28,2,4,3,9,Silver
13753.0,288,1,741.26,1,1,3,5,At-Risk
13754.0,152,2,282.59999999999997,1,2,1,4,Churned
13755.0,4,9,2161.35,4,4,4,12,Gold
13756.0,2,14,5189.52,4,4,4,12,Gold
13758.0,12,7,3190.55,4,4,4,12,Gold
13759.0,33,2,659.4100000000001,3,2,2,7,Silver
13760.0,54,2,286.79,2,2,1,5,At-Risk
13761.0,50,2,1070.65,3,2,3,8,Silver
13762.0,219,1,306.72,1,1,1,3,Churned
13763.0,63,1,1714.96,2,1,4,7,Silver
13764.0,71,3,1521.76,2,3,3,8,Silver
13767.0,2,37,17220.36,4,4,4,12,Gold
13769.0,2,10,2796.51,4,4,4,12,Gold
13771.0,64,4,2634.45,2,3,4,9,Silver
